Innings Player,Innings Runs Scored Num,not_out,Innings Balls Faced,Country,Opposition,Innings Date
A Ranatunga,35,0,51,Sri Lanka,New Zealand,1988/01/05
DSBP Kuruppu,35,0,50,Sri Lanka,Pakistan,1988/10/27
RS Mahanama,35,0,56,Sri Lanka,Pakistan,1989/03/24
A Ranatunga,35,0,37,Sri Lanka,Pakistan,1993/11/02
HP Tillakaratne,35,0,44,Sri Lanka,India,1993/11/07
RS Mahanama,35,0,47,Sri Lanka,India,1994/02/15
HP Tillakaratne,35,0,46,Sri Lanka,India,1994/02/15
PA de Silva,35,0,24,Sri Lanka,Zimbabwe,1994/11/03
RS Kalpage,35,0,50,Sri Lanka,New Zealand,1995/03/26
PA de Silva,35,0,53,Sri Lanka,Australia,1996/01/09
A Ranatunga,35,0,42,Sri Lanka,India,1996/03/13
RS Mahanama,35,0,52,Sri Lanka,Pakistan,1996/04/02
UDU Chandana,35,0,26,Sri Lanka,Pakistan,1999/03/27
UDU Chandana,35,0,31,Sri Lanka,Australia,1999/08/26
PA de Silva,35,0,50,Sri Lanka,Pakistan,1999/10/18
TM Dilshan,35,0,49,Sri Lanka,Zimbabwe,1999/12/11
RS Kaluwitharana,35,0,53,Sri Lanka,Pakistan,2000/02/19
KC Sangakkara,35,0,55,Sri Lanka,Pakistan,2000/07/05
ST Jayasuriya,34,1,22,Sri Lanka,England,1993/03/10
HP Tillakaratne,34,1,64,Sri Lanka,Zimbabwe,1996/09/03
WPUJC Vaas,34,1,26,Sri Lanka,India,2000/06/01
WPUJC Vaas,34,1,68,Sri Lanka,South Africa,2000/12/17
ERNS Fernando,34,0,81,Sri Lanka,Australia,1983/04/16
A Ranatunga,34,0,45,Sri Lanka,England,1983/06/11
RL Dias,34,0,48,Sri Lanka,New Zealand,1984/11/03
A Ranatunga,34,0,40,Sri Lanka,New Zealand,1985/02/23
DSBP Kuruppu,34,0,56,Sri Lanka,Pakistan,1986/03/30
AP Gurusinha,34,0,63,Sri Lanka,England,1987/10/30
A Ranatunga,34,0,78,Sri Lanka,West Indies,1989/10/19
PA de Silva,34,0,47,Sri Lanka,India,1990/04/25
AP Gurusinha,34,0,26,Sri Lanka,India,1990/12/28
MAR Samarasekera,34,0,63,Sri Lanka,Australia,1992/03/07
PA de Silva,34,0,42,Sri Lanka,England,1993/03/10
PA de Silva,34,0,49,Sri Lanka,West Indies,1993/12/18
PA de Silva,34,0,47,Sri Lanka,Australia,1996/01/18
A Ranatunga,34,0,71,Sri Lanka,New Zealand,1996/11/11
HP Tillakaratne,34,0,72,Sri Lanka,Pakistan,1996/11/12
PA de Silva,34,0,44,Sri Lanka,Pakistan,1997/07/14
PA de Silva,34,0,34,Sri Lanka,India,1997/08/17
PA de Silva,34,0,37,Sri Lanka,England,1998/08/20
MS Atapattu,34,0,55,Sri Lanka,Australia,1999/01/31
TM Dilshan,34,0,33,Sri Lanka,Pakistan,2000/02/13
WPUJC Vaas,34,0,33,Sri Lanka,Pakistan,2000/02/16
RJ Ratnayake,33,1,30,Sri Lanka,India,1990/12/01
HDPK Dharmasena,33,1,74,Sri Lanka,England,1998/08/16
LRD Mendis,33,0,39,Sri Lanka,India,1982/09/12
S Wettimuny,33,0,66,Sri Lanka,England,1983/06/11
LRD Mendis,33,0,49,Sri Lanka,Pakistan,1983/06/16
S Wettimuny,33,0,62,Sri Lanka,New Zealand,1984/04/01
SAR Silva,33,0,55,Sri Lanka,New Zealand,1985/02/23
PA de Silva,33,0,40,Sri Lanka,India,1986/11/27
DSBP Kuruppu,33,0,82,Sri Lanka,West Indies,1987/10/21
GF Labrooy,33,0,39,Sri Lanka,Australia,1988/01/02
AP Gurusinha,33,0,66,Sri Lanka,Pakistan,1990/12/20
RS Mahanama,33,0,55,Sri Lanka,Australia,1992/09/04
UC Hathurusingha,33,0,48,Sri Lanka,England,1993/03/20
PA de Silva,33,0,47,Sri Lanka,India,1993/11/07
A Ranatunga,33,0,38,Sri Lanka,Pakistan,1994/08/03
WPUJC Vaas,33,0,65,Sri Lanka,Pakistan,1994/08/07
PA de Silva,33,0,60,Sri Lanka,Australia,1994/09/13
AP Gurusinha,33,0,36,Sri Lanka,New Zealand,1995/03/26
RS Kaluwitharana,33,0,18,Sri Lanka,Kenya,1996/03/06
HP Tillakaratne,33,0,65,Sri Lanka,Pakistan,1996/04/07
ST Jayasuriya,33,0,34,Sri Lanka,Pakistan,1996/11/08
PA de Silva,33,0,32,Sri Lanka,Pakistan,1997/05/12
ST Jayasuriya,33,0,41,Sri Lanka,Pakistan,1997/07/14
RS Kaluwitharana,33,0,26,Sri Lanka,Pakistan,1998/04/15
RS Kaluwitharana,33,0,39,Sri Lanka,South Africa,1998/08/14
PA de Silva,33,0,45,Sri Lanka,England,1998/08/16
A Ranatunga,33,0,68,Sri Lanka,England,1998/08/16
RS Kaluwitharana,33,0,46,Sri Lanka,Australia,1999/08/22
MS Atapattu,33,0,46,Sri Lanka,Zimbabwe,1999/12/11
RS Kaluwitharana,33,0,39,Sri Lanka,India,2000/06/01
LRD Mendis,32,1,45,Sri Lanka,Australia,1975/06/11
RJ Ratnayake,32,1,15,Sri Lanka,Zimbabwe,1993/11/15
PA de Silva,32,1,49,Sri Lanka,India,1994/02/20
S Wettimuny,32,0,35,Sri Lanka,Pakistan,1982/03/29
LRD Mendis,32,0,50,Sri Lanka,India,1986/04/13
RG de Alwis,32,0,37,Sri Lanka,New Zealand,1988/01/05
PA de Silva,32,0,21,Sri Lanka,Pakistan,1990/02/10
ST Jayasuriya,32,0,23,Sri Lanka,Zimbabwe,1992/02/23
RS Mahanama,32,0,44,Sri Lanka,Pakistan,1994/08/07
A Ranatunga,32,0,53,Sri Lanka,Pakistan,1994/08/24
A Ranatunga,32,0,45,Sri Lanka,New Zealand,1994/12/18
PA de Silva,32,0,53,Sri Lanka,Pakistan,1995/10/03
HP Tillakaratne,32,0,30,Sri Lanka,West Indies,1995/10/20
HP Tillakaratne,32,0,43,Sri Lanka,India,1996/03/13
AP Gurusinha,32,0,73,Sri Lanka,Pakistan,1996/11/08
PA de Silva,32,0,61,Sri Lanka,Zimbabwe,1997/04/08
A Ranatunga,32,0,56,Sri Lanka,South Africa,1997/11/08
ST Jayasuriya,32,0,25,Sri Lanka,India,1998/07/07
RS Kaluwitharana,32,0,38,Sri Lanka,Australia,1999/01/13
A Ranatunga,32,0,42,Sri Lanka,England,1999/05/14
RS Mahanama,32,0,45,Sri Lanka,India,1999/05/26
RS Kaluwitharana,32,0,46,Sri Lanka,Pakistan,2000/02/16
RS Mahanama,31,1,34,Sri Lanka,Pakistan,1996/11/12
B Warnapura,31,0,39,Sri Lanka,Australia,1975/06/11
S Wettimuny,31,0,64,Sri Lanka,New Zealand,1983/03/20
ERNS Fernando,31,0,53,Sri Lanka,Australia,1983/04/13
A Ranatunga,31,0,42,Sri Lanka,Pakistan,1983/06/09
RS Madugalle,31,0,38,Sri Lanka,New Zealand,1984/11/03
A Ranatunga,31,0,50,Sri Lanka,West Indies,1985/01/26
A Ranatunga,31,0,49,Sri Lanka,India,1986/12/24
LRD Mendis,31,0,48,Sri Lanka,India,1987/01/11
JR Ratnayeke,31,0,35,Sri Lanka,New Zealand,1988/03/31
RJ Ratnayake,31,0,27,Sri Lanka,Pakistan,1990/02/10
ST Jayasuriya,31,0,66,Sri Lanka,Australia,1990/02/18
RJ Ratnayake,31,0,39,Sri Lanka,Australia,1990/02/18
PA de Silva,31,0,45,Sri Lanka,New Zealand,1992/02/25
RS Kaluwitharana,31,0,40,Sri Lanka,Pakistan,1993/10/30
RS Mahanama,31,0,81,Sri Lanka,West Indies,1993/11/25
ST Jayasuriya,31,0,42,Sri Lanka,India,1994/02/15
S Ranatunga,31,0,84,Sri Lanka,Pakistan,1994/08/03
ST Jayasuriya,31,0,39,Sri Lanka,India,1995/04/09
RS Kaluwitharana,31,0,20,Sri Lanka,West Indies,1995/10/16
AP Gurusinha,31,0,38,Sri Lanka,Pakistan,1995/10/17
RS Mahanama,31,0,41,Sri Lanka,Australia,1996/01/16
A Ranatunga,31,0,57,Sri Lanka,Australia,1996/01/18
PA de Silva,31,0,30,Sri Lanka,England,1996/03/09
RS Mahanama,31,0,51,Sri Lanka,Pakistan,1997/04/11
MS Atapattu,31,0,57,Sri Lanka,India,1997/07/18
PA de Silva,31,0,42,Sri Lanka,Pakistan,1998/04/09
RS Mahanama,31,0,64,Sri Lanka,Zimbabwe,1999/05/22
DPMD Jayawardene,31,0,36,Sri Lanka,Zimbabwe,1999/05/22
PA de Silva,31,0,55,Sri Lanka,West Indies,1999/10/13
RS Madugalle,30,1,54,Sri Lanka,New Zealand,1983/03/20
A Ranatunga,30,1,42,Sri Lanka,India,1990/12/08
HDPK Dharmasena,30,1,64,Sri Lanka,Pakistan,1995/10/12
APB Tennekoon,30,0,36,Sri Lanka,Pakistan,1975/06/14
DSBP Kuruppu,30,0,50,Sri Lanka,Pakistan,1986/04/06
LRD Mendis,30,0,28,Sri Lanka,India,1987/01/17
RS Madugalle,30,0,49,Sri Lanka,England,1987/10/17
MAR Samarasekera,30,0,50,Sri Lanka,Australia,1989/12/26
PA de Silva,30,0,41,Sri Lanka,India,1993/08/14
A Ranatunga,30,0,32,Sri Lanka,South Africa,1993/09/04
RS Kalpage,30,0,47,Sri Lanka,West Indies,1993/11/03
HDPK Dharmasena,30,0,71,Sri Lanka,India,1995/04/09
ST Jayasuriya,30,0,15,Sri Lanka,Pakistan,1995/04/11
RS Mahanama,30,0,57,Sri Lanka,Pakistan,1995/10/01
ST Jayasuriya,30,0,25,Sri Lanka,Australia,1996/01/20
RS Kaluwitharana,30,0,38,Sri Lanka,India,1997/12/28
ST Jayasuriya,30,0,40,Sri Lanka,Pakistan,1998/04/15
HP Tillakaratne,30,0,62,Sri Lanka,Australia,1999/01/31
DPMD Jayawardene,30,0,34,Sri Lanka,India,1999/03/30
UDU Chandana,30,0,48,Sri Lanka,Australia,1999/08/22
LRD Mendis,29,1,17,Sri Lanka,India,1985/08/25
HP Tillakaratne,29,1,37,Sri Lanka,Pakistan,1992/01/13
RS Kalpage,29,1,27,Sri Lanka,West Indies,1993/11/09
HP Tillakaratne,29,1,34,Sri Lanka,Australia,1994/09/13
WPUJC Vaas,29,1,22,Sri Lanka,Kenya,1999/05/30
A Ranatunga,29,0,22,Sri Lanka,India,1987/01/17
MAR Samarasekera,29,0,30,Sri Lanka,Pakistan,1990/04/29
A Ranatunga,29,0,59,Sri Lanka,New Zealand,1991/01/26
RS Mahanama,29,0,48,Sri Lanka,England,1993/03/20
A Ranatunga,29,0,32,Sri Lanka,South Africa,1993/08/22
RS Kalpage,29,0,50,Sri Lanka,Pakistan,1994/12/02
A Ranatunga,29,0,38,Sri Lanka,South Africa,1994/12/21
AP Gurusinha,29,0,56,Sri Lanka,Pakistan,1996/04/02
AP Gurusinha,29,0,46,Sri Lanka,Australia,1996/09/07
MS Atapattu,29,0,49,Sri Lanka,Pakistan,1997/04/11
HP Tillakaratne,29,0,52,Sri Lanka,Pakistan,1997/05/12
HP Tillakaratne,29,0,58,Sri Lanka,New Zealand,1997/05/20
MS Atapattu,29,0,30,Sri Lanka,Pakistan,1997/05/27
RS Kaluwitharana,29,0,34,Sri Lanka,India,1998/06/19
PA de Silva,29,0,67,Sri Lanka,India,1998/11/09
ST Jayasuriya,29,0,52,Sri Lanka,England,1999/05/14
MS Atapattu,29,0,29,Sri Lanka,India,1999/05/26
MS Atapattu,29,0,54,Sri Lanka,Pakistan,1999/10/18
SHU Karnain,28,1,48,Sri Lanka,West Indies,1985/02/02
RJ Ratnayake,28,1,22,Sri Lanka,India,1987/01/17
HDPK Dharmasena,28,1,57,Sri Lanka,Australia,1996/01/09
HP Tillakaratne,28,1,39,Sri Lanka,India,1999/03/30
ALF de Mel,28,0,21,Sri Lanka,India,1982/09/15
DS de Silva,28,0,37,Sri Lanka,England,1983/06/11
SHU Karnain,28,0,24,Sri Lanka,New Zealand,1984/03/31
A Ranatunga,28,0,25,Sri Lanka,India,1986/04/13
AP Gurusinha,28,0,47,Sri Lanka,New Zealand,1991/01/26
ST Jayasuriya,28,0,58,Sri Lanka,West Indies,1995/12/15
ST Jayasuriya,28,0,43,Sri Lanka,West Indies,1996/01/14
A Ranatunga,28,0,41,Sri Lanka,Pakistan,1997/04/11
HDPK Dharmasena,28,0,33,Sri Lanka,Pakistan,1997/05/12
A Ranatunga,28,0,40,Sri Lanka,Pakistan,1997/07/14
HP Tillakaratne,28,0,60,Sri Lanka,South Africa,1997/11/08
PA de Silva,28,0,46,Sri Lanka,South Africa,1998/04/05
HP Tillakaratne,28,0,48,Sri Lanka,England,1999/01/23
MS Atapattu,28,0,42,Sri Lanka,Pakistan,1999/03/27
ST Jayasuriya,28,0,52,Sri Lanka,West Indies,1999/10/13
ST Jayasuriya,28,0,39,Sri Lanka,Bangladesh,2000/05/29
ST Jayasuriya,28,0,29,Sri Lanka,Pakistan,2000/06/05
RP Arnold,28,0,21,Sri Lanka,India,2000/10/27
LRD Mendis,27,1,25,Sri Lanka,Pakistan,1985/10/25
UDU Chandana,27,1,25,Sri Lanka,New Zealand,1998/07/05
RP Arnold,27,1,44,Sri Lanka,Pakistan,1999/10/22
S Wettimuny,27,0,37,Sri Lanka,Pakistan,1982/03/31
JR Ratnayeke,27,0,30,Sri Lanka,New Zealand,1983/03/19
ALF de Mel,27,0,27,Sri Lanka,Australia,1983/04/13
ALF de Mel,27,0,26,Sri Lanka,England,1983/06/11
RL Dias,27,0,56,Sri Lanka,West Indies,1985/01/10
ALF de Mel,27,0,26,Sri Lanka,New Zealand,1985/02/23
RL Dias,27,0,23,Sri Lanka,India,1985/09/21
AP Gurusinha,27,0,49,Sri Lanka,New Zealand,1988/03/29
RS Mahanama,27,0,45,Sri Lanka,Australia,1989/12/30
RS Mahanama,27,0,44,Sri Lanka,Australia,1990/01/04
HP Tillakaratne,27,0,67,Sri Lanka,Pakistan,1990/12/21
CP Senanayake,27,0,32,Sri Lanka,India,1990/12/28
RS Mahanama,27,0,85,Sri Lanka,West Indies,1993/10/28
ST Jayasuriya,27,0,32,Sri Lanka,West Indies,1993/11/03
ST Jayasuriya,27,0,57,Sri Lanka,South Africa,1993/11/19
WPUJC Vaas,27,0,20,Sri Lanka,New Zealand,1995/03/26
A Ranatunga,27,0,44,Sri Lanka,New Zealand,1995/03/29
A Ranatunga,27,0,37,Sri Lanka,West Indies,1995/12/15
ST Jayasuriya,27,0,42,Sri Lanka,Australia,1996/01/12
ST Jayasuriya,27,0,20,Sri Lanka,Australia,1996/09/07
RS Kaluwitharana,27,0,28,Sri Lanka,South Africa,1996/10/01
AP Gurusinha,27,0,63,Sri Lanka,New Zealand,1996/11/07
A Ranatunga,27,0,63,Sri Lanka,Pakistan,1996/11/12
RS Mahanama,27,0,27,Sri Lanka,Pakistan,1997/05/27
A Ranatunga,27,0,45,Sri Lanka,India,1997/12/22
ST Jayasuriya,27,0,41,Sri Lanka,India,1998/11/06
DPMD Jayawardene,27,0,36,Sri Lanka,Australia,1999/02/07
DPMD Jayawardene,27,0,34,Sri Lanka,India,1999/08/25
TM Dilshan,27,0,30,Sri Lanka,Zimbabwe,1999/12/15
DPMD Jayawardene,27,0,39,Sri Lanka,Pakistan,2000/02/13
DPMD Jayawardene,27,0,39,Sri Lanka,South Africa,2000/07/14
RS Kaluwitharana,27,0,48,Sri Lanka,Pakistan,2000/10/08
JR Ratnayeke,26,1,35,Sri Lanka,India,1985/09/21
RS Kalpage,26,1,28,Sri Lanka,West Indies,1993/12/18
ST Jayasuriya,26,1,23,Sri Lanka,Australia,1999/08/31
DS de Silva,26,0,59,Sri Lanka,Pakistan,1975/06/14
RL Dias,26,0,36,Sri Lanka,England,1982/02/14
DSBP Kuruppu,26,0,60,Sri Lanka,New Zealand,1983/06/13
RS Madugalle,26,0,20,Sri Lanka,Pakistan,1983/06/16
A Ranatunga,26,0,40,Sri Lanka,Pakistan,1984/04/06
RJ Ratnayake,26,0,14,Sri Lanka,Pakistan,1985/10/25
RS Mahanama,26,0,65,Sri Lanka,India,1986/11/27
LRD Mendis,26,0,45,Sri Lanka,India,1986/12/24
RL Dias,26,0,69,Sri Lanka,India,1987/01/11
AP Gurusinha,26,0,62,Sri Lanka,India,1987/01/15
MAR Samarasekera,26,0,36,Sri Lanka,India,1988/11/04
HP Tillakaratne,26,0,29,Sri Lanka,Pakistan,1989/03/23
RJ Ratnayake,26,0,19,Sri Lanka,Pakistan,1990/04/29
A Ranatunga,26,0,32,Sri Lanka,Australia,1990/05/02
HP Tillakaratne,26,0,57,Sri Lanka,India,1990/12/28
PA de Silva,26,0,28,Sri Lanka,India,1991/01/04
CP Senanayake,26,0,44,Sri Lanka,New Zealand,1991/01/26
HP Tillakaratne,26,0,75,Sri Lanka,New Zealand,1991/01/26
ST Jayasuriya,26,0,37,Sri Lanka,Pakistan,1992/01/10
CPH Ramanayake,26,0,45,Sri Lanka,Pakistan,1992/01/19
ST Jayasuriya,26,0,15,Sri Lanka,New Zealand,1992/12/13
HP Tillakaratne,26,0,59,Sri Lanka,West Indies,1993/11/03
HP Tillakaratne,26,0,64,Sri Lanka,West Indies,1993/12/16
UDU Chandana,26,0,69,Sri Lanka,New Zealand,1994/04/18
ST Jayasuriya,26,0,34,Sri Lanka,Pakistan,1994/12/02
RS Kaluwitharana,26,0,16,Sri Lanka,India,1996/03/02
RS Mahanama,26,0,26,Sri Lanka,South Africa,1997/11/08
MS Atapattu,26,0,38,Sri Lanka,Zimbabwe,1998/01/22
UDU Chandana,26,0,36,Sri Lanka,South Africa,1998/04/05
UDU Chandana,26,0,24,Sri Lanka,India,1998/07/01
PA de Silva,26,0,52,Sri Lanka,Zimbabwe,1998/11/10
A Ranatunga,26,0,39,Sri Lanka,Australia,1999/01/13
ASA Perera,26,0,39,Sri Lanka,Australia,1999/08/22
UDU Chandana,26,0,28,Sri Lanka,Zimbabwe,1999/12/15
HP Tillakaratne,25,1,34,Sri Lanka,Pakistan,1992/03/15
A Ranatunga,25,1,38,Sri Lanka,Kenya,1996/09/28
DPMD Jayawardene,25,1,32,Sri Lanka,Zimbabwe,2000/10/21
RL Dias,25,0,46,Sri Lanka,New Zealand,1979/06/09
ALF de Mel,25,0,16,Sri Lanka,India,1982/09/26
RL Dias,25,0,43,Sri Lanka,New Zealand,1983/06/13
DSBP Kuruppu,25,0,46,Sri Lanka,Pakistan,1984/04/06
RS Madugalle,25,0,42,Sri Lanka,West Indies,1985/01/17
SAR Silva,25,0,62,Sri Lanka,Pakistan,1985/10/13
RS Mahanama,25,0,50,Sri Lanka,Bangladesh,1986/04/02
RS Mahanama,25,0,38,Sri Lanka,India,1987/01/15
PA de Silva,25,0,25,Sri Lanka,New Zealand,1988/01/16
A Ranatunga,25,0,27,Sri Lanka,New Zealand,1988/01/16
JR Ratnayeke,25,0,46,Sri Lanka,New Zealand,1988/03/29
RS Madugalle,25,0,42,Sri Lanka,New Zealand,1988/03/31
GF Labrooy,25,0,19,Sri Lanka,India,1989/10/22
JR Ratnayeke,25,0,50,Sri Lanka,Australia,1989/12/30
MAR Samarasekera,25,0,26,Sri Lanka,Australia,1990/05/02
D Ranatunga,25,0,76,Sri Lanka,India,1990/12/05
CP Senanayake,25,0,39,Sri Lanka,India,1991/01/04
HP Tillakaratne,25,0,58,Sri Lanka,New Zealand,1991/01/28
A Ranatunga,25,0,34,Sri Lanka,Pakistan,1993/02/04
DP Samaraweera,25,0,45,Sri Lanka,West Indies,1993/11/09
RS Kalpage,25,0,25,Sri Lanka,India,1994/02/15
AP Gurusinha,25,0,45,Sri Lanka,Zimbabwe,1994/11/06
ST Jayasuriya,25,0,31,Sri Lanka,Pakistan,1995/09/29
ST Jayasuriya,25,0,23,Sri Lanka,Pakistan,1995/10/17
HP Tillakaratne,25,0,26,Sri Lanka,Australia,1996/01/20
AP Gurusinha,25,0,27,Sri Lanka,India,1996/03/02
A Ranatunga,25,0,17,Sri Lanka,England,1996/03/09
HP Tillakaratne,25,0,40,Sri Lanka,Pakistan,1996/04/02
RS Kaluwitharana,25,0,22,Sri Lanka,West Indies,1996/04/13
PA de Silva,25,0,33,Sri Lanka,West Indies,1996/04/13
HDPK Dharmasena,25,0,25,Sri Lanka,Pakistan,1997/07/14
MS Atapattu,25,0,40,Sri Lanka,South Africa,1997/11/06
A Ranatunga,25,0,33,Sri Lanka,India,1998/06/19
UDU Chandana,25,0,18,Sri Lanka,England,1999/01/23
HP Tillakaratne,25,0,48,Sri Lanka,Pakistan,1999/03/27
A Ranatunga,25,0,40,Sri Lanka,India,1999/03/30
PA de Silva,25,0,31,Sri Lanka,Pakistan,1999/10/22
MS Atapattu,25,0,52,Sri Lanka,Zimbabwe,1999/12/19
MS Atapattu,25,0,49,Sri Lanka,Pakistan,2000/07/09
RS Kaluwitharana,25,0,38,Sri Lanka,Zimbabwe,2000/10/25
DS de Silva,24,1,32,Sri Lanka,New Zealand,1985/02/23
RS Mahanama,24,1,62,Sri Lanka,Pakistan,1990/12/20
HDPK Dharmasena,24,1,24,Sri Lanka,Australia,1996/01/16
HDPK Dharmasena,24,1,39,Sri Lanka,South Africa,1997/11/08
SI de Saram,24,1,46,Sri Lanka,India,1999/08/25
AN Ranasinghe,24,0,15,Sri Lanka,Pakistan,1982/03/31
RS Madugalle,24,0,37,Sri Lanka,Australia,1985/01/19
JR Ratnayeke,24,0,74,Sri Lanka,West Indies,1985/02/02
PA de Silva,24,0,25,Sri Lanka,India,1985/09/21
LRD Mendis,24,0,31,Sri Lanka,New Zealand,1986/04/05
A Ranatunga,24,0,29,Sri Lanka,Pakistan,1987/10/08
MAR Samarasekera,24,0,48,Sri Lanka,England,1989/10/15
HP Tillakaratne,24,0,40,Sri Lanka,Australia,1989/10/25
ST Jayasuriya,24,0,40,Sri Lanka,Pakistan,1989/12/31
RS Mahanama,24,0,28,Sri Lanka,Pakistan,1990/02/15
MAR Samarasekera,24,0,34,Sri Lanka,Pakistan,1990/02/17
HP Tillakaratne,24,0,44,Sri Lanka,India,1990/04/25
RS Mahanama,24,0,57,Sri Lanka,India,1990/12/05
CP Senanayake,24,0,49,Sri Lanka,Pakistan,1990/12/21
PA de Silva,24,0,31,Sri Lanka,Pakistan,1990/12/21
A Ranatunga,24,0,34,Sri Lanka,New Zealand,1991/01/28
PA de Silva,24,0,33,Sri Lanka,Pakistan,1992/01/13
A Ranatunga,24,0,40,Sri Lanka,West Indies,1992/03/13
RS Mahanama,24,0,49,Sri Lanka,India,1993/07/25
A Ranatunga,24,0,24,Sri Lanka,Pakistan,1993/10/30
HP Tillakaratne,24,0,56,Sri Lanka,Zimbabwe,1993/11/15
MAR Samarasekera,24,0,40,Sri Lanka,Australia,1994/04/14
RS Kalpage,24,0,59,Sri Lanka,Pakistan,1994/08/22
RS Mahanama,24,0,29,Sri Lanka,Pakistan,1994/12/02
A Ranatunga,24,0,27,Sri Lanka,Pakistan,1994/12/04
ST Jayasuriya,24,0,34,Sri Lanka,Pakistan,1995/10/12
HDPK Dharmasena,24,0,18,Sri Lanka,West Indies,1995/10/16
ST Jayasuriya,24,0,26,Sri Lanka,Australia,1995/12/21
AP Gurusinha,24,0,15,Sri Lanka,Australia,1996/01/20
RS Kaluwitharana,24,0,10,Sri Lanka,Pakistan,1996/04/02
ST Jayasuriya,24,0,36,Sri Lanka,West Indies,1997/11/01
PA de Silva,24,0,23,Sri Lanka,South Africa,1997/11/08
ST Jayasuriya,24,0,30,Sri Lanka,New Zealand,1998/07/05
RS Kaluwitharana,24,0,36,Sri Lanka,India,1998/07/07
MS Atapattu,24,0,41,Sri Lanka,Zimbabwe,1998/11/10
DA Gunawardene,24,0,45,Sri Lanka,England,1999/02/03
SI de Saram,24,0,31,Sri Lanka,Australia,1999/08/22
MS Atapattu,24,0,46,Sri Lanka,Australia,1999/08/31
UDU Chandana,24,0,16,Sri Lanka,Pakistan,2000/06/07
SP Pasqual,23,1,26,Sri Lanka,India,1979/06/16
RJ Ratnayake,23,1,48,Sri Lanka,West Indies,1985/01/10
ALF de Mel,23,1,13,Sri Lanka,India,1986/12/24
PA de Silva,23,1,18,Sri Lanka,England,1987/10/30
HDPK Dharmasena,23,1,24,Sri Lanka,Pakistan,1994/12/02
A Ranatunga,23,1,24,Sri Lanka,Pakistan,1995/04/11
LRD Mendis,23,0,38,Sri Lanka,India,1982/09/26
Y Goonasekera,23,0,60,Sri Lanka,New Zealand,1983/03/02
SAR Silva,23,0,50,Sri Lanka,Australia,1985/01/19
LRD Mendis,23,0,33,Sri Lanka,Pakistan,1985/10/13
DSBP Kuruppu,23,0,58,Sri Lanka,New Zealand,1986/04/05
A Ranatunga,23,0,37,Sri Lanka,New Zealand,1986/04/05
AP Gurusinha,23,0,50,Sri Lanka,New Zealand,1988/01/05
DSBP Kuruppu,23,0,22,Sri Lanka,New Zealand,1988/01/09
JR Ratnayeke,23,0,25,Sri Lanka,New Zealand,1988/01/09
A Ranatunga,23,0,33,Sri Lanka,Australia,1988/01/10
RS Mahanama,23,0,47,Sri Lanka,India,1988/11/04
A Ranatunga,23,0,33,Sri Lanka,Pakistan,1989/03/23
PA de Silva,23,0,24,Sri Lanka,Pakistan,1990/12/20
ST Jayasuriya,23,0,24,Sri Lanka,India,1990/12/28
A Ranatunga,23,0,52,Sri Lanka,Australia,1992/03/07
MAR Samarasekera,23,0,29,Sri Lanka,England,1992/03/09
HP Tillakaratne,23,0,62,Sri Lanka,India,1993/08/12
ST Jayasuriya,23,0,32,Sri Lanka,West Indies,1993/10/28
RS Kaluwitharana,23,0,25,Sri Lanka,Pakistan,1993/11/02
RS Mahanama,23,0,46,Sri Lanka,West Indies,1993/11/03
ST Jayasuriya,23,0,27,Sri Lanka,Zimbabwe,1993/11/15
HP Tillakaratne,23,0,41,Sri Lanka,India,1994/02/20
S Ranatunga,23,0,63,Sri Lanka,Pakistan,1994/08/24
ST Jayasuriya,23,0,45,Sri Lanka,South Africa,1994/12/15
AP Gurusinha,23,0,52,Sri Lanka,South Africa,1994/12/21
PA de Silva,23,0,27,Sri Lanka,Pakistan,1995/04/11
RS Mahanama,23,0,45,Sri Lanka,Pakistan,1995/10/03
WPUJC Vaas,23,0,16,Sri Lanka,India,1996/03/13
A Ranatunga,23,0,53,Sri Lanka,Pakistan,1996/11/08
RS Kaluwitharana,23,0,26,Sri Lanka,New Zealand,1997/03/27
MS Atapattu,23,0,34,Sri Lanka,Pakistan,1997/11/05
RS Kaluwitharana,23,0,33,Sri Lanka,India,1997/12/22
UDU Chandana,23,0,36,Sri Lanka,Pakistan,1998/04/09
ST Jayasuriya,23,0,14,Sri Lanka,India,1998/07/01
A Ranatunga,23,0,22,Sri Lanka,India,1998/07/07
UDU Chandana,23,0,32,Sri Lanka,England,1999/01/11
WPUJC Vaas,23,0,29,Sri Lanka,Australia,1999/08/26
PA de Silva,23,0,38,Sri Lanka,India,2000/06/01
WPUJC Vaas,23,0,16,Sri Lanka,Zimbabwe,2000/10/25
JR Ratnayeke,22,1,39,Sri Lanka,Pakistan,1986/03/30
JR Ratnayeke,22,1,30,Sri Lanka,New Zealand,1986/04/05
LRD Mendis,22,1,18,Sri Lanka,Pakistan,1986/04/06
RS Madugalle,22,1,31,Sri Lanka,India,1987/01/11
GF Labrooy,22,1,29,Sri Lanka,New Zealand,1991/01/26
AP Gurusinha,22,1,24,Sri Lanka,South Africa,1993/08/22
RS Mahanama,22,1,38,Sri Lanka,England,1996/03/09
UDU Chandana,22,1,23,Sri Lanka,New Zealand,1998/10/26
RP Arnold,22,1,21,Sri Lanka,Pakistan,2000/07/05
ER Fernando,22,0,18,Sri Lanka,Australia,1975/06/11
RS Madugalle,22,0,21,Sri Lanka,England,1982/02/13
